Symbol,Name,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
SF,Stifel Financial Corporation,0.5058,7.293006339,1.409350756,15.4892,7.78,148.5868,1.2,54.64,59.92
SF^A,Stifel Financial Corporation,null,null,null,null,null,null,null,null,
SFB,Stifel Financial Corporation,null,null,null,null,null,null,null,null,
STM,STMicroelectronics N.V.,1.0715,16.97714615,null,null,1.153,30.014,null,23.22,21.7
EDF,Stone Harbor Emerging Markets Income Fund,null,null,null,null,0.752,null,null,13.19,
EDI,Stone Harbor Emerging Markets Total Income Fund,null,null,null,null,0.241,null,null,12.87,14.76
STON,StoneMor Partners L.P.,null,-22.69781725,1.654375996,null,14.118,null,null,6,6.75
SRI,"Stoneridge, Inc.",0.3946,21.80194228,3.942358275,10.2065,1.55,47.3259,0.47,36.5079,23.99
STOR,STORE Capital Corporation,null,6.020618873,1.640721696,28.9579,4.191,83.5091,0.26,27.21,25.75
GJH,STRATS Trust,null,null,null,null,null,null,null,null,
GJO,STRATS Trust,null,null,null,null,null,null,null,null,
GJS,STRATS Trust,null,null,null,null,null,null,null,null,
SYK,Stryker Corporation,0.5115,10.77280897,6.855288003,24.6006,6.006,85.7825,1.18,172.23,
RGR,"Sturm, Ruger & Company, Inc.",1.6038,19.06265843,4.234678685,15.883,13.987,0,0.82,58.8,52.5
SPH,"Suburban Propane Partners, L.P.",0.0265,9.399146606,2.29318573,47.2993,2.333,204.1427,1.74,23.431,23.66
SMFG,Sumitomo Mitsui Financial Group Inc,0.0328,7.29686695,null,null,1.829,410.6841,null,7.895,8.59
INN,"Summit Hotel Properties, Inc.",null,6.229156481,1.761775112,45.3457,15.493,113.9075,0.01,14.4,14.91
INN^D,"Summit Hotel Properties, Inc.",null,null,null,null,null,null,null,null,
INN^E,"Summit Hotel Properties, Inc.",null,null,null,null,null,null,null,null,
SUM,"Summit Materials, Inc.",0.6339,10.473949,2.361838043,36.0304,6.133,148.1604,-0.49,26.36,31.19
SMLP,"Summit Midstream Partners, LP",0.0454,6.742589721,1.108391675,50.1416,2.25,105.7301,-0.0819,15.9,20.5
SUI,"Sun Communities, Inc.",null,3.082588752,3.009806803,118.3188,2.082,121.4411,0.38,97.58,95.45
SLF,Sun Life Financial Inc.,null,11.19091694,null,null,4.451,21.1028,null,39.77,40.82
SXCP,"SunCoke Energy Partners, L.P.",0.3705,19.72979862,1.172540019,11.1829,0.563,137.6824,0.26,15.1614,17.05
SXC,"SunCoke Energy, Inc.",0.7354,34.78609626,1.948654995,64.2708,2.572,198.8035,0.13,13.55,11.22
SU,Suncor Energy  Inc.,0.1878,8.560533632,null,null,1.85,38.8849,null,40.75,
STG,Sunlands Online Education Group,1.1639,null,1.109732577,null,9.591,0,-55.25,9.14,0
SUN,Sunoco LP,0.0722,-10.91146684,2.654032994,21.7451,4.512,245.4936,-3.5096,24.795,28.9
SHO,"Sunstone Hotel Investors, Inc.",null,4.468714456,1.537011716,28.4285,3.252,41.3512,0.15,16.75,
SHO^E,"Sunstone Hotel Investors, Inc.",null,null,null,null,null,null,null,null,
SHO^F,"Sunstone Hotel Investors, Inc.",null,null,null,null,null,null,null,null,
STI,"SunTrust Banks, Inc.",null,10.5116509,1.390499509,14.9707,3.023,69.3266,1.31,66.45,65.54
STI.WS.A,"SunTrust Banks, Inc.",null,null,null,null,null,null,null,null,
STI.WS.B,"SunTrust Banks, Inc.",null,null,null,null,null,null,null,null,
STI^A,"SunTrust Banks, Inc.",null,null,null,null,null,null,null,null,
SPN,"Superior Energy Services, Inc.",0.2301,-15.18953305,1.335416662,null,3.96,118.8416,-0.39,10.13,9.26
SUP,"Superior Industries International, Inc.",0.1156,-5.258786725,0.989329637,47.9678,8.902,143.884,0.07,19.2,
SVU,SuperValu Inc.,0.2661,10.21566402,1.588475293,10.1233,10.657,377.6238,null,21.31,19.53
SLD,Sutherland Asset Management Corporation,0.2029,9.93094227,0.97402722,9.3338,3.274,267.9266,0.56,16.45,15.95
SLDA,Sutherland Asset Management Corporation,0.1261,null,null,null,null,null,null,null,
SLDD,Sutherland Asset Management Corporation,0.0282,null,null,null,null,null,null,null,
SWZ,"Swiss Helvetia Fund, Inc. (The)",0.0265,null,null,null,0.311,null,null,12.22,
SWCH,"Switch, Inc.",3.0195,null,28.11308316,null,6.864,538.5712,0.02,12.285,17.07
SYF,Synchrony Financial,null,14.4573279,1.783128321,11.2528,2.104,146.3848,0.84,33.62,37.36
SNX,Synnex Corporation,0.1376,12.00833873,1.826497599,16.8098,5.15,78.4199,null,110.5,
SNV,Synovus Financial Corp.,0.101,10.48117369,2.263603781,19.3594,2.556,72.2422,0.85,53.92,48.48
SNV^C,Synovus Financial Corp.,null,null,null,null,null,null,null,null,
GJP,"Synthetic Fixed-Income Securities, Inc.",null,null,null,null,null,null,null,null,
GJR,"Synthetic Fixed-Income Securities, Inc.",null,null,null,null,null,null,null,null,
GJT,"Synthetic Fixed-Income Securities, Inc.",null,null,null,null,null,null,null,null,
GJV,"Synthetic Fixed-Income Securities, Inc.",null,null,null,null,null,null,null,null,
SYY,Sysco Corporation,0.1481,54.97993161,15.00110713,20.5021,9.154,362.084,0.63,68.3191,61.84
SYX,Systemax Inc.,0.1606,33.9100346,5.587566259,98.139,8.93,0,0.39,34.45,29.24
DATA,"Tableau Software, Inc.",0.1491,-21.12045512,8.311471687,null,4.955,0,-0.57,95.73,70.67
TAHO,"Tahoe Resources, Inc.",0.4328,0.00890825,null,null,5.139,0.2143,null,4.88,4.31
TLRD,"Tailored Brands, Inc.",0.1354,null,null,6.2345,6.079,null,0.28,27.23,19.46
TWN,"Taiwan Fund, Inc. (The)",0.2611,null,null,null,1.377,null,null,20.12,20.57
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,0.2533,22.55607726,null,null,3.23,11.7995,null,36.125,
TAL,TAL Education Group,0.2335,17.52234668,9.723814235,83.4161,3.959,14.5658,null,37.1,29.34
TEGP,"Tallgrass Energy GP, LP",0.1682,-95.31981939,273.6114431,32.5147,9.425,15536.4329,0.29,23.7,24.33
TEP,"Tallgrass Energy Partners, LP",0.014,21.40838687,2.23836763,22.4142,12.51,152.3,0.91,47.45,
TALO,"Talos Energy, Inc.",2.4379,9.742976785,1.991449295,6.7757,7.617,72.3225,0.91,34.24,25.43
SKT,"Tanger Factory Outlet Centers, Inc.",1.3225,10.97488119,4.001972291,27.8875,23.248,314.3848,0.24,23.99,25.53
TPR,"Tapestry, Inc.",0.9631,11.19421549,4.30140868,21.9693,1.276,50.9943,0.49,47.1,41.51
NGLS^A,Targa Resources Partners LP,1.2082,null,null,null,null,null,null,null,
TRGP,"Targa Resources, Inc.",1.2072,1.516921759,1.992321165,115.8916,5.749,100.2823,-0.03,49.93,
TGT,Target Corporation,0.219,26.84193884,3.67329437,10.6049,4.547,102.0792,1.34,77.88,61.02
TARO,Taro Pharmaceutical Industries Ltd.,0.18,9.883744335,2.091743492,11.4219,6.214,0,2.17,115.87,105.99
TTM,Tata Motors Ltd,0.1772,11.71271316,null,null,0.981,null,null,19.98,
TCO,"Taubman Centers, Inc.",0.2002,null,null,44.8449,4.668,null,0.31,60.14,62.59
TCO^J,"Taubman Centers, Inc.",0.088,null,null,null,null,null,null,null,
TCO^K,"Taubman Centers, Inc.",6.5937,null,null,null,null,null,null,null,
TMHC,Taylor Morrison Home Corporation,0.5509,5.70163482,1.027816788,12.6432,3.141,62.1398,0.42,20.25,
TCP,"TC PipeLines, LP",0.6239,20.86049544,1.791280788,17.5432,4.076,234.1872,1.32,25.67,
TCF,TCF Financial Corporation,null,11.75635139,1.819635018,13.7414,2.827,61.9898,0.39,25.19,20.4
TCF.WS,TCF Financial Corporation,null,null,null,null,null,null,null,null,
TCF^D,TCF Financial Corporation,null,null,null,null,null,null,null,null,
TSI,"TCW Strategic Income Fund, Inc.",null,null,null,null,0.364,null,null,5.5001,5.57
TEL,TE Connectivity Ltd.,0.3166,14.46827181,3.482215629,16.1936,3.262,42.2996,1.4,94.32,95.65
TISI,"Team, Inc.",0.1937,-22.9457105,1.417931327,319.4693,17.854,85.0999,-0.6,22.15,13.8
FTI,TechnipFMC plc,0.1342,1.693644916,1.082930092,7.7352,2.274,28.82,0.2,32.77,28.77
TECK,Teck Resources Ltd,0.5106,13.92669887,0.89830761,6.0996,3.688,31.4489,1.32,25.15,
TK,Teekay Corporation,0.4559,-15.94034521,0.874297772,4.3186,10.35,523.7364,-0.21,7.89,8.76
TGP,Teekay LNG Partners L.P.,0.2377,-1.198378837,0.83097642,11.4208,0.979,181.9139,-0.1638,16.45,18.55
TGP^A,Teekay LNG Partners L.P.,null,null,null,null,null,null,null,null,
TGP^B,Teekay LNG Partners L.P.,null,null,null,null,null,null,null,null,
TOO,Teekay Offshore Partners L.P.,0.2078,-29.06199706,0.864668413,1793.75,2.987,256.8632,0.04,2.65,2.25
TOO^A,Teekay Offshore Partners L.P.,null,null,null,null,null,null,null,null,
TOO^B,Teekay Offshore Partners L.P.,null,null,null,null,null,null,null,null,
TOO^E,Teekay Offshore Partners L.P.,null,null,null,null,null,null,null,null,
TNK,Teekay Tankers Ltd.,0.2189,-8.4605243,0.359088624,6.7484,3.153,111.494,-0.07,1.3,1.51
GCI,TEGNA Inc.,0.2881,0.919106533,1.162496443,10.4537,12.961,29.9474,0,10.62,11.09
TGNA,TEGNA Inc.,0.0306,16.31001274,2.363531632,8.6,5.769,308.3585,0.26,11.46,
TRC,Tejon Ranch Co,6.893,0.51160977,1.577308535,336.346,8.325,17.1822,0.06,24.74,21.46
HQH,Tekla Healthcare Investors,null,null,null,null,0.09,null,null,21.57,22.28
THQ,Tekla Healthcare Opportunies Fund,null,null,null,null,0.124,null,null,17.08,17.75
HQL,Tekla Life Sciences Investors,null,null,null,null,0.414,null,null,18.75,
THW,Tekla World Healthcare Fund,null,null,null,null,0.052,null,null,12.96,
TDOC,"Teladoc, Inc.",3.1666,-25.71617386,6.738275091,null,28.074,38.2001,-0.39,59.45,33.25
TLRA,"Telaria, Inc.",1.4658,4.0305055,2.82048621,null,2.718,0,-0.12,4.275,3.57
TEO,Telecom Argentina Stet - France Telecom S.A.,null,12.30460463,null,null,0.654,null,null,20.38,37.71
TI,Telecom Italia S.P.A.,0.2813,5.289725279,null,null,1.305,145.9364,null,7.45,8.88
TI.A,Telecom Italia S.P.A.,null,null,null,null,null,null,null,null,
TDY,Teledyne Technologies Incorporated,0.1439,14.38251366,3.430168528,23.0266,1.49,50.0219,1.87,201.99,178.39
TFX,Teleflex Incorporated,0.6866,7.052929612,5.039635954,32.2337,2.605,87.1594,1.24,277.47,
VIV,Telefonica Brasil S.A.,0.2458,6.719636866,null,null,7.808,11.4013,null,11.83,
TEF,Telefonica SA,0.3017,16.78108314,null,null,2.508,315.3373,null,8.585,9.78
TDA,"Telephone and Data Systems, Inc.",null,null,null,null,null,null,null,null,
TDE,"Telephone and Data Systems, Inc.",null,null,null,null,null,null,null,null,
TDI,"Telephone and Data Systems, Inc.",null,null,null,null,null,null,null,null,
TDJ,"Telephone and Data Systems, Inc.",null,null,null,null,null,null,null,null,
TDS,"Telephone and Data Systems, Inc.",1.0387,3.585058402,0.679713759,62.2977,5.557,54.8077,0.35,27.31,27.12
TU,TELUS Corporation,0.1027,16.30175837,null,null,7.834,148.191,null,35.36,37.65
TDF,"Templeton Dragon Fund, Inc.",null,null,null,null,0.422,null,null,21.22,
EMF,Templeton Emerging Markets Fund,null,null,null,null,0.091,null,null,14.56,
TEI,"Templeton Emerging Markets Income Fund, Inc.",null,null,null,null,0.227,null,null,10.29,11.61
GIM,"Templeton Global Income Fund, Inc.",null,null,null,null,0.098,null,null,6.15,
TPX,"Tempur Sealy International, Inc.",0.0606,null,19.29987089,12.4337,15.063,1243.4783,0.43,50.59,61
TS,Tenaris S.A.,0.6129,4.936103908,null,null,1.527,8.5578,null,37.24,
THC,Tenet Healthcare Corporation,0.2135,null,null,462.7237,8.74,null,0.98,36.6,14.91
TNC,Tennant Company,0.2237,0.355991114,4.467569515,34.5917,11.582,122.2063,0.18,78.075,
TEN,Tenneco Inc.,0.1178,28.99366643,2.981942215,9.0848,2.165,193.9869,1.13,45.69,
TVC,Tennessee Valley Authority,null,null,null,null,null,null,null,null,
TVE,Tennessee Valley Authority,null,null,null,null,null,null,null,null,
TDC,Teradata Corporation,1.0285,-9.01126408,7.478144692,21.8496,18.53,81.3665,-0.06,40.21,
TER,"Teradyne, Inc.",3.829,13.56643788,3.786665811,16.5103,6.871,19.3924,0.45,38.32,
TEX,Terex Corporation,0.4329,13.23863432,2.835200264,46.3708,7.608,100.4266,0.63,41.59,46.53
TX,Ternium S.A.,0.1182,19.78636453,1.292252559,6.3777,0.392,57.6732,1.8681,35.61,29.49
TRNO,Terreno Realty Corporation,null,5.855146955,2.010585308,316.1365,3.677,48.6804,0.18,37.86,36.76
TTI,"Tetra Technologies, Inc.",0.6599,-42.96778833,2.890703125,null,7.996,444.1499,-0.46,4.495,
TEVA,Teva Pharmaceutical Industries Limited,0.0537,-60.97560976,null,null,3.973,165.061,null,24,
TPL,Texas Pacific Land Trust,0.0961,136.9623717,49.3052432,41.5927,0.46,0,5.6,710,400
TGH,Textainer Group Holdings Limited,0.5573,3.929143392,0.705893631,45.8208,6.596,270.2836,0.33,15.2,
TXT,Textron Inc.,0.2054,7.007273372,2.979481139,18.6461,5.125,68.8335,0.73,66.685,54.57
AES,The AES Corporation,0.3751,-14.65071151,2.65747129,11.4698,2.625,616.5362,1.04,13.24,
BX,The Blackstone Group L.P.,null,20.90512394,5.904421552,18.2136,3.014,147.6349,0.55,32.05,32.05
CEE,"The Central and Eastern Europe Fund, Inc.",null,null,null,null,0.086,null,null,22.88,
SCHW,The Charles Schwab Corporation,null,15.67897607,4.328530619,29.3941,3.077,31.8568,0.55,53.32,
SCHW^C,The Charles Schwab Corporation,null,null,null,null,null,null,null,null,
SCHW^D,The Charles Schwab Corporation,null,null,null,null,null,null,null,null,
COO,"The Cooper Companies, Inc. ",0.2206,4.262749898,3.62424194,31.4598,5.137,77.9102,1.24,236.48,
GRX,The Gabelli Healthcare & Wellness Trust,0.3582,null,null,null,1.017,null,null,10.24,
GRX^A,The Gabelli Healthcare & Wellness Trust,null,null,null,null,null,null,null,null,
GRX^B,The Gabelli Healthcare & Wellness Trust,null,null,null,null,null,null,null,null,
GDL,The GDL Fund,null,null,null,null,0.195,null,null,9.19,9.74
GDL^C,The GDL Fund,null,null,null,null,null,null,null,null,
THG,"The Hanover Insurance Group, Inc.",null,7.163697525,1.72984964,20.0765,2.287,27.0159,1.59,117.76,
THGA,"The Hanover Insurance Group, Inc.",null,null,null,null,null,null,null,null,
MSG,The Madison Square Garden Company,1.6247,4.071936534,2.519554658,153433.2085,4.732,4.1037,0.39,271.695,
RUBI,"The Rubicon Project, Inc.",1.6238,-77.16876488,1.0151552,null,4.525,0,-0.56,3.02,1.74
TRV,"The Travelers Companies, Inc.",1.5992,8.98027516,1.442658021,12.4367,3.19,30.3016,2.45,122.66,
VAM,The Vivaldi Opportunities Fund,1.539,null,null,null,null,null,null,14.6242,
TMO,Thermo Fisher Scientific Inc,0.1343,9.401438284,3.161540734,27.5289,2.409,80.1439,1.44,207.38,
THR,"Thermon Group Holdings, Inc.",1.6748,3.70656731,2.23471232,51.1732,6.089,64.8005,0.19,23.44,
TPRE,Third Point Reinsurance Ltd.,1.9045,9.48582276,0.836439854,null,2.37,7.0782,-0.26,12.65,15.3
TSLF,THL Credit Senior Loan Fund,1.5768,null,null,null,0.39,null,null,17.46,16.877
TCRX,"THL Credit, Inc.",0.9856,null,null,null,null,null,null,null,
TCRZ,"THL Credit, Inc.",0.5593,null,null,null,null,null,null,null,
TRI,Thomson Reuters Corp,0.0937,5.911522393,2.228717109,38.6814,4.577,55.1989,-0.4784,40.2,44.28
THO,"Thor Industries, Inc.",0.1726,27.64934156,2.821151137,16.404,4.188,4.2881,2.54,97,149.4
TDW,Tidewater Inc.,0.1343,-38.18921465,0.671972487,null,2.64,45.5634,-1.67,29.79,25.93
TDW.WS.A,Tidewater Inc.,0.1718,null,null,null,null,null,null,null,
TDW.WS.B,Tidewater Inc.,null,null,null,null,null,null,null,null,
TIER,"TIER REIT, Inc.",null,-0.787772396,1.663951476,null,1.091,130.1547,0.18,24.08,19.51
TIF,Tiffany & Co.,1.6481,13.28644744,5.058925484,24.7547,1.155,30.1073,1.14,133.75,
TLYS,"Tilly&#39;s, Inc.",1.6108,9.652763398,2.664301334,19.8872,4.133,0,0.04,15.14,15.62
TSU,TIM Participacoes S.A.,1.4538,7.557391367,null,null,2.421,30.7274,null,16.75,
TKR,Timken Company (The),1.7815,17.33050847,2.236646303,17.6691,3.324,70.5738,1.03,45.6,48.65
TMST,Timken Steel Corporation,1.771,-7.081024931,1.299368315,null,18.923,35.7829,-0.04,16.79,
TWI,"Titan International, Inc.",0.272,-12.00789235,1.897554292,null,3.788,134.8219,0.23,11.2,
TJX,"TJX Companies, Inc. (The)",0.6789,56.80663403,11.25919097,20.0331,2.367,42.4019,1.14,95.72,73.62
TOL,"Toll Brothers, Inc.",0.634,13.08929731,1.237090698,15.8857,2.069,80.6378,0.73,36.84,47.09
TR,"Tootsie Roll Industries, Inc.",0.5259,11.01574465,2.777861828,34.066,34.84,1.0908,0.13,31.35,
BLD,TopBuild Corp.,0.6369,12.43391445,1.463728708,21.6642,4.211,12.1423,0.75,79.63,
TMK,Torchmark Corporation,0.6263,28.28563932,1.61864921,16.5639,4.696,25.7095,1.52,82.96,89.77
TMK^C,Torchmark Corporation,null,null,null,null,null,null,null,null,
TTC,Toro Company (The),0.3838,41.61244678,10.00714322,30.1996,3.909,50.1024,1.23,60.165,64.59
TD,Toronto Dominion Bank (The),0.3159,14.84686374,null,null,5.872,200.1034,null,57.74,
NDP,"Tortoise Energy Independence Fund, Inc.",null,null,null,null,0.36,null,null,12.65,
TYG,Tortoise Energy Infrastructure Corporation,null,null,null,null,0.523,null,null,26.98,26.18
NTG,"Tortoise MLP Fund, Inc.",null,null,null,null,3.607,null,null,17,
NTG~,"Tortoise MLP Fund, Inc.",null,null,null,null,null,null,null,null,
TTP,"Tortoise Pipeline & Energy Fund, Inc.",null,null,null,null,0.187,null,null,17.09,
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",null,null,null,null,0.326,null,null,18.79,20.48
TOT,Total S.A.,0.5577,7.482068101,null,null,0.588,45.8259,null,61.54,
TSS,"Total System Services, Inc.",0.405,27.38336097,6.525319904,26.5973,2.457,172.9786,0.78,84.7,
TOWR,"Tower International, Inc.",0.1209,18.22004205,2.57139819,6.2488,1.833,128.9355,0.84,33.4,30.7
TSQ,"Townsquare Media, Inc.",0.7984,-9.440017065,0.341498508,12.2287,7.223,157.352,-1.44,6.78,7.51
TM,Toyota Motor Corp Ltd Ord,0.3406,13.6917939,null,null,4.578,103.2951,null,128.61,
TPGE,TPG Pace Energy Holdings Corp.,0.3449,null,1.371765981,null,0.121,0,-0.02,10.7,
TPGE.U,TPG Pace Energy Holdings Corp.,0.3398,null,null,null,null,null,null,null,
TPGE.WS,TPG Pace Energy Holdings Corp.,0.3255,null,null,null,null,null,null,null,
TPGH,TPG Pace Holdings Corp.,0.3215,null,1.276749121,492.5,0.013,0,0.02,9.95,9.75
TPGH.U,TPG Pace Holdings Corp.,null,null,null,null,null,null,null,null,
TPGH.WS,TPG Pace Holdings Corp.,null,null,null,null,null,null,null,null,
TRTX,"TPG RE Finance Trust, Inc.",null,8.858703077,1.02426831,10.0167,3.794,218.4806,0.42,20.3,19.35
TSLX,"TPG Specialty Lending, Inc.",null,11.69560114,1.087307738,10.1088,2.707,80.0709,0.56,17.76,
TAC,TransAlta Corporation,0.3631,-4.97611465,null,null,57.523,140.4282,null,4.8244,5.95
TRP,TransCanada Corporation,0.1061,14.45286904,null,null,2.404,203.5915,null,42.84,
TCI,"Transcontinental Realty Investors, Inc.",null,-6.399020702,1.796479956,null,3.588,495.6668,-0.05,37.53,29.3799
TDG,Transdigm Group Incorporated,1.0418,null,null,28.1027,14.941,null,3.53,345.51,
TLP,TransMontaigne Partners L.P.,1.2438,9.27273222,1.694106189,16.9249,4.002,160.8678,0.52,37.63,
RIG,Transocean Ltd.,0.9471,-23.36652571,0.422116057,7.6973,5.467,73.4133,-0.48,13.49,10.15
TGS,Transportadora De Gas Sa Ord B,null,75.4138659,null,null,0.645,null,null,14.28,23.56
TRU,TransUnion,0.4486,28.23051695,7.094519784,35.3066,2.494,132.1719,0.4,71.66,
TVPT,Travelport Worldwide Limited,0.1789,null,null,15.5287,2.413,null,0.47,18.435,13.11
TREC,Trecora Resources,0.0905,10.67223066,1.856559582,65.2321,20.879,57.117,0.1,14.7,13
TG,Tredegar Corporation,0.2469,15.46511526,2.14018537,32.7153,2.731,38.8538,0.55,23.85,19.1
THS,"Treehouse Foods, Inc.",0.2158,-14.61706233,1.356770919,27.512,8.752,114.5734,-0.6,53.675,46.54
TREX,"Trex Company, Inc.",0.0178,49.3334784,13.93825813,25.1503,5.295,32.2694,0.63,63.305,
TY,Tri Continental Corporation,null,null,null,null,8.574,null,null,26.82,
TY^,Tri Continental Corporation,null,null,null,null,null,null,null,null,
TPH,"TRI Pointe Group, Inc.",0.7928,11.66913589,1.268828907,15.588,11.583,75.0174,0.28,16.49,
TCAP,Triangle Capital Corporation,null,-3.118370452,0.866149078,10.7199,2.043,83.4183,0.3,11.565,9.54
TCCA,Triangle Capital Corporation,null,null,null,null,null,null,null,null,
TCCB,Triangle Capital Corporation,null,null,null,null,null,null,null,null,
TRCO,Tribune Media Company,1.8071,13.36886914,0.992177169,23.4609,6.55,87.3183,1.61,38.44,
TNET,"TriNet Group, Inc.",0.2816,133.1728764,14.27407213,21.9732,7.249,157.6336,0.77,53.595,
TRN,"Trinity Industries, Inc.",1.4595,16.1971831,1.114133195,18.8098,4.021,71.9879,0.27,33.83,36.88
TSE,Trinseo S.A.,0.6298,51.38477641,4.017242117,9.5107,3.63,154.9557,2.77,71.9,73.1
TPVG,TriplePoint Venture Growth BDC Corp.,null,10.38783993,0.946829463,7.5924,0.961,71.694,0.45,12.66,
TPVY,TriplePoint Venture Growth BDC Corp.,null,null,null,null,null,null,null,null,
GTS,Triple-S Management Corporation,0.3502,7.121138347,1.066943997,189.5039,7.622,3.4896,0.17,41.24,26.71
TRTN,Triton International Limited,0.2552,20.53782678,1.128425444,24.8998,4.187,325.887,1.01,30.31,36.37
TGI,"Triumph Group, Inc.",0.0522,-65.59579092,2.166345923,5.9207,10.005,319.2398,-6.1532,19.55,26.5
TROX,Tronox Limited,0.0318,-31.64835165,2.888176297,59.9345,3.561,379.4934,-0.36,19.64,
TBI,"TrueBlue, Inc.",0.0358,10.8473829,1.986309467,16.8643,5.176,12.3455,0.22,26.63,
TNP,Tsakos Energy Navigation Ltd,0.0625,-1.339558187,null,22.8571,14.121,null,-0.21,3.98,3.99
TNP^B,Tsakos Energy Navigation Ltd,0.0361,null,null,null,null,null,null,null,
TNP^C,Tsakos Energy Navigation Ltd,null,null,null,null,null,null,null,null,
